Text,Stemming,True Label,Predicted Label,Correct
@Stockbit diserok sama danantara,serok danantara,2,2,True
@AnotherJakartan @babang_tampan76 @DarsAlexandra1 Negara adalah kesepakatan rakyat bukan kesepakatan elite. Jika menyimpang harus di koreksi. Dan realita sekarang rakyat di kesampingkan dlm setiap kebijakan demi ambisi kekuasaan. Otak atik aturan demi bagi2 kue contoh DANANTARA plng brutal isinya tim sukses.,negara sepakat rakyat sepakat elite simpang koreksi realita rakyat samping dlm bijak ambisi kuasa otak atik atur bagi2 kue contoh danantara plng brutal isi tim sukses,0,0,True
@ominggg9 Jadi masalah pertamina itu pengalihan isu danantara?,pertamina alih isu danantara,0,0,True
Utusan Khusus Presiden Bidang Iklim dan Energi sekaligus adik Presiden Prabowo Subianto Hashim Djojohadikusumo mengatakan pembentukan Badan Pengelola Investasi Daya Anagata Nusantara (Danantara) merupakan gagasan orang tua mereka. #prabowo #gibran #pemerintah #indonesia https://t.co/2HjSgqOu8g,utus khusus presiden bidang iklim energi adik presiden prabowo subianto hashim djojohadikusumomengatakan bentuk badan kelola investasi daya anagata nusantara danantara gagas orang tua,2,2,True
@FrediRandi4 Keren banget visi Presiden Prabowo diwujudin lewat Danantara Joint Fund Rp 67 5 Triliun buktiin optimisme Indonesia naik level,keren banget visi presiden prabowo diwujudin danantara joint fund rp 67 5 triliun buktiin optimisme indonesia level,1,1,True
@GenZNusantara Prabowo dan BPI Danantara kasih angin segar untuk ekonomi dan masa depan industri kita,prabowo bpi danantara kasih angin segar ekonomi industri,1,1,True
@TradingDiary2 Yah namanya hedge fund pasti kapitalis. Danantara ini mungkin dilihat gado2 antara kapitalis &amp; sosialis ,yah nama hedge fund kapitalis danantara gado2 kapitalis sosialis,2,2,True
Hanya dua bulan setelah Indonesia mengumumkan keterlibatan Ray Dalio di Dewan Pengawas Danantara miliarder dan pendiri hedge fund terbesar dunia itu memutuskan untuk tidak jadi bergabung. https://t.co/sdXddKNFEq,indonesia umum libat ray dalio dewan awas danantara miliarder diri hedge fund besar dunia putus gabung,2,2,True
@reaareaa__ Pak Prabowo dan Danantara itu kombinasi keren untuk majukan bangsa,prabowo danantara kombinasi keren maju bangsa,1,1,True
@reaareaa__ Seneng deh Presiden Prabowo turut membesarkan Danantara bukti kemajuan digital itu nyata,neng deh presiden prabowo besar danantara bukti maju digital nyata,1,1,True
@mcitraningrum Tambahan dokumentasi suku dr pedalaman halmahera. + Kabar mundurnya BASF/eramet dr proyek nikel. https://t.co/W67ZOYdNJM *Lalu (katanya) akan 'masuk' lagi karena danantara? https://t.co/M61uXF53pA,tambah dokumentasi suku dr dalam halmahera kabar mundur basferamet dr proyek nikel masuk danantara,2,2,True
@__LOVE_AG4EVER Pernahkah terpikirkan habis ini ada lagi beberapa bumn yg pegang hayat hiudp orang banyak akan menyusul?trus masuk ke danantara ?,pernah pikir habis bumn yg pegang hayat hiudp orang menyusultrus masuk danantara,0,0,True
Saya Perhatikan Saat Ini Semua Statement Pejabat itu Hasilnya Berlawanan. Mulai Saat Ini Kita Perhatikan Efisiensi dan Danantara Berkorelasi dengan Investor Dan Pengusaha Puncaknya Sesuai Yang Pernah Diucapkan Oleh Beliau di 2030 Berdasarkan Bacaannya,perhati statement jabat hasil lawan perhati efisiensi danantara korelasi investor usaha puncak sesuai beliau 2030 dasar baca,2,2,True
@tempodotco Hahaha...rasanya ini pengalihan isu DANANTARA....kerugiannya bombastis...silahkan hitung dengan benar dulu,hahaharasanya alih isu danantarakerugiannya bombastissilahkan hitung,0,0,True
@RioDBruyne @IrwanTamami @chamdanmaullana @unmagnetism Lah gua mah ga bahas itu. Konteks gua itu lagi menyanggah kesoktauan lu bahwa Danantara itu ada badan pengawasnya. Dah itu doang. Gua paling enek kalo ada orang sotoy soalnya. Gua mah ga belain pemerintah ngapain juga belain pemerintah kek gada kerjaan aja.,gua mah ga bahas konteks gua sanggah kesoktauan lu danantara badan awas dah doang gua enek kalo orang sotoy gua mah ga bain perintah ngapain bain perintah kek gada kerja aja,0,0,True
@NenkMonica Edit Kan org org itu sekongkolan ya ga sih? Saling ngelindungi biar jalan uang mereka ttp ada selain itu bsa jd buat nutupin jga Danantara yg lg launching? Biar jalan uang mereka makin terbuka lebar,edit org org sekongkol ya ga sih ngelindungi biar jalan uang ttp bsa jd nutupin jga danantara yg lg launching biar jalan uang buka lebar,0,0,True
SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian DANANTARA berkata kasar dan mengucapkan NDASMU Salam yang memenuhi raga seperti Makan Bergizi Gratis OkeGas menuju kemenangan Selamat Hari Raya Idul Fitri 1446H/2025,sorry yeeee maaf transparan buat ruu tni salah diri danantara kasar ndasmu salam penuh raga makan gizi gratis okegas menang selamat raya idul fitri 1446h2025,0,0,True
@FrediRandi4 Cita-cita Presiden Prabowo makin dekat dengan hadirnya Joint Fund bareng Danantara dan kerjasama global,citacita presiden prabowo hadir joint fund bareng danantara kerjasama global,1,1,True
@AswaTaksaka @DS_yantie @prabowo Liat dulu yang menjabat di danantara bro koruptor semua gak akan jalan kalau pun jalan pasti kalau ada kerugian atau masalah ga bisa dituntut. Berasa main judi kalo dipikir-pikir.,liat jabat danantara bro koruptor gak jalan jalan rugi ga tuntut asa main judi kalo dipikirpikir,0,0,True
Kilas Balik Februari: Prabowo Luncurkan Danantara hingga Bank Emas https://t.co/nU2aT1IVmJ,kilas februari prabowo luncur danantara bank emas,2,2,True
Segala bumn dikeluarin trs bahasan danantara tenggelam. Oh Indonesia,bumn dikeluarin trs bahas danantara tenggelam oh indonesia,2,2,True
Profil Ray Dalio Kini Mundur sebagai Dewas Danantara https://t.co/A85823GAqJ,profil ray dalio mundur dewas danantara,2,2,True
Siapa investor sukses di indonesia ? Yang sering² disebut adalah Pak LKH Kenapa bukan beliau yang jadi Penasihat Danantara ?,investor sukses indonesia lkh beliau nasihat danantara,2,2,True
@mfzi_ @re_search30 @txtdrimedia Di tunggu bang klub danantara saya ikut join liganya,tunggu bang klub danantara join liga,2,2,True
Menuju ekonomi masa depan Indonesia butuh strategi baru. Danantara hadir sebagai pengelola investasi yang siap dorong pertumbuhan berkelanjutan. #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/B2c1ct2Ihe,ekonomi indonesia butuh strategi danantara hadir kelola investasi dorong tumbuh lanjut,1,1,True
salut buat Danantara bawa inovasi baru yg bermanfaat https://t.co/3SPLgVcKLG,salut danantara bawa inovasi yg manfaat,1,1,True
@just_onoy @hasyimmah @LeginoA58693 Yg melantik jkw di danantara adalah presiden RI yg skrg,yg lantik jkw danantara presiden ri yg skrg,2,2,True
@sangmemequeen Efek danantara hahaha,efek danantara hahaha,2,2,True
Danantara INA dan Eraner kembangkan investasi hilirasi nikel #IndonesiaMaju https://t.co/b8ylxlVCQB,danantara ina eraner kembang investasi hilirasi nikel,2,2,True
Danantara Tujuan see bagus tapi ini nanti tempatnya para korupsi bersarang aku liat dipenglihatannku para bosq2 nnti akan memperkaya diri dengan berbagai cara bisa meraut banyak duit. Tp aku doakan semoga ini tdk terjadi.,danantara tuju see bagus tempat korupsi sarang liat dipenglihatannku bosq2 nnti kaya raut duit tp doa moga tdk,0,0,True
@Dsinathrya Bisa u tabungan di danantara,u tabung danantara,2,2,True
Yang menarik: 1. Banyak media monitoring cuma bisa ambil data Twitter (karena Elon jual APInya). Tapi hasilnya biased banget. Karena liat Twitter cuma 9 3%. In this case The real conversation ada di IG dan Youtube. Tiktok kayaknya gak banyak karena Danantara isu yang Niche gak https://t.co/MgEizqq3xx,tarik 1 media monitoring ambil data twitter elon jual api hasil biased banget liat twitter 9 3 in this case the real conversation ig youtube tiktok kayak gak danantara isu niche gak,2,2,True
@arifelev3n Mreka butuh modal buat Danantara Semua juga coba dikulik .. 3000 Triliun itu modal ga kecil kan ??!,mreka butuh modal danantara coba lik 3000 triliun modal ga,2,2,True
Bro rly said NKRI harga mati knp ga lo aja yg mati. Osang asing osang asing noh koruptor asing aja direkrut jadi pengawas Danantara. Melek dah lo kontol.,bro rly said nkri harga mati knp ga lo aja yg mati osang asing osang asing noh koruptor asing aja rekrut awas danantara melek dah lo kontol,0,0,True
@dailyanakkost @tanyarlfes Next danantara n ikn,next danantara n ikn,2,2,True
@deddysitorus Danantara aja dah punya modal 10 rb t,danantara aja dah modal 10 rb t,2,2,True
Bersama Danantara ekonomi makin kuat! #Danantara #EkonomiKuat #PertumbuhanEkonomi https://t.co/qYaIXJy0v4,danantara ekonomi kuat,1,1,True
Bapak ini membuat Surat Terbuka kepada Presiden Prabowo terkait Danantara dan Pengelolaan Keuangan BUMN https://t.co/C7wuNrqSJM,surat buka presiden prabowo kait danantara kelola uang bumn,2,2,True
Breaking news Rosan Tepis Isu Ray Dalio Batal Gabung Danantara https://t.co/Loc6gaxWqU,breaking news ros tepis isu ray dalio batal gabung danantara,2,2,True
@jatamnas Danantara BUMN Swasta,danantara bumn swasta,2,2,True
@reaareaa__ Dukungan Presiden Prabowo bikin Danantara makin percaya diri melangkah ke depan keren banget,dukung presiden prabowo bikin danantara percaya lang keren banget,1,1,True
Keberhasilan Danantara sangat bergantung pada kemampuan untuk mengatasi tantangan integrasi transparansi dan risiko politisasi. #Headline https://t.co/Ou9NxN2yRJ,hasil danantara gantung mampu atas tantang integrasi transparansi risiko politisasi,2,2,True
@GenZNusantara Menjadi teman terbaik investasi itu BPI Danantara kita,teman baik investasi bpi danantara,1,1,True
@reaareaa__ Dukungan Presiden Prabowo jadi energi positif untuk terus mengembangkan Danantara,dukung presiden prabowo energi positif kembang danantara,1,1,True
Danantara dapat merusak reputasi Indonesia di mata investor asing. Investor asing yang melihat ketidakstabilan di sektor keuangan Indonesia mungkin akan ragu untuk menanamkan modal #Danantara #investasimaju #Investasiuntuknegeri #indonesiaemas #dukungdanantara #indonesiaemas2045 https://t.co/DrwFSwNpZ7,danantara rusak reputasi indonesia mata investor asing investor asing ketidakstabilan sektor uang indonesia ragu tanam modal,0,0,True
@IndoPopBase Kalau Danantara apa bakal bersih? trio IKN Foodestate Hambalang belum lagi yg lain ngelola dana ribuan trilyun udah jelas bancakan semua negri isinya bandit kok optimis,danantara bersih trio ikn foodestate hambalang yg ngelola dana ribu trilyun udah bancak negri isi bandit optimis,0,0,True
Abis ini bank bumn yang dikelola danantara siap-siap masuk list ya,abis bank bumn kelola danantara siapsiap masuk list ya,2,2,True
7 BUMN raksasa setor dividen Rp. 97 triliun ke Danantara buat apa...? https://t.co/cSUpw2u7KU,7 bumn raksasa setor dividen rp 97 triliun danantara,2,2,True
Danantara Jadikan Aset Negara Sebagai Motor Penggerak Ekonomi #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/0JjtBMTj88,danantara jadi aset negara motor gerak ekonomi,1,1,True
Terus dukung Pembentukan BPI Danantara sebagai langkah strategis yang penting untuk optimalisasi aset negara dan peningkatan akuntabilitas keuangan di Indonesia. Source Link: https://t.co/C0lmKIr2Xw https://t.co/C7d3sn3tcO,dukung bentuk bpi danantara langkah strategis optimalisasi aset negara tingkat akuntabilitas uang indonesia source link,1,1,True
Danantara Tak Kunjung Diresmikan Bagaimana Dampaknya terhadap Investasi RI? https://t.co/svpccJKnFA,danantara kunjung resmi dampak investasi ri,2,2,True
Danantara hadir sebagai penggerak pembangunan jangka panjang. Inilah bentuk nyata gotong royong membangun bangsa yang maju dan lestari. #DanantaraUntukBangsa #InvestasiMasaDepan #IndonesiaMaju https://t.co/SdFMJVJmVF,danantara hadir gerak bangun jangka bentuk nyata gotong royong bangun bangsa maju lestari,1,1,True
@JedTeguh03 Gas terus Danantara makin semangat dengan support dari Presiden Prabowo,gas danantara semangat support presiden prabowo,1,1,True
Ini bersih2 BUMN dalam rangka danantara kah?,bersih2 bumn rangka danantara kah,2,2,True
@Ary_PrasKe2 @Anak__Ogi @AntoniusCDN @becak50 @ch_chotimah2 @jhonsitorus_19 @kenhans03 @newIding30 @NgkongRoses @PakKarti @S4N_W1B1 bumn itu selain tugasnya cari duit tapi juga jaga keseimbangan spy terus terjangkau oleh masyarakat jadi bingung ya ada danantara mau bisnis 100% ato bantu masyarakat juga?,bumn tugas cari duit jaga imbang spy jangkau masyarakat bingung ya danantara bisnis 100 ato bantu masyarakat,2,2,True
Danantara akan meng Optimalisasi Aset Negara. #Fakta #BPIDanantara #EkonomiKuat #TerusTerang https://t.co/VCILkuHMDj,danantara meng optimalisasi aset negara,1,1,True
@FDonghun Asing gapapa kecuali di Danantara koruptor gapapa asal di Danantara.,asing gapapa kecuali danantara koruptor gapapa danantara,0,0,True
@dailydoseofd6 @worksfess opini jelek dikira orang2 yg cari kerja tuh ga berusaha? ga berdoa?? kebijakan2 pemerintah lo yg ngawur itu (efisiensi mbg danantara seremonial ga penting dll) tuh ngasih domino effect yg besar loh sm lapangan kerja,opini jelek orang2 yg cari kerja tuh ga usaha ga doa kebijakan2 perintah lo yg ngawur efisiensi mbg danantara seremonial ga dll tuh ngasih domino effect yg loh sm lapang kerja,0,0,True
@JedTeguh03 Bangga Presiden Prabowo support Danantara inspirasi buat semua anak bangsa,bangga presiden prabowo support danantara inspirasi anak bangsa,1,1,True
Rasanya di Januari pun tidak bisa. Masa depanÂ DanantaraÂ (Daya Anagata Nusantara) belum bisa segera diputuskan. https://t.co/Flgff6YmOi,januari depandanantaradaya anagata nusantara putus,2,2,True
@FrediRandi4 Joint Fund Danantara dari Presiden Prabowo adalah contoh perubahan positif untuk bangsa,joint fund danantara presiden prabowo contoh ubah positif bangsa,1,1,True
pertamina pengalihan isu danantara ya?,pertamina alih isu danantara ya,0,0,True
@FansNerazzurri Hadiah dr ucl aja udh 130jt. 80jt mau diputer di danantara kayaknya wkwkwk,hadiah dr ucl aja udh 130jt 80jt puter danantara kayak wkwkwk,0,0,True
@tanyarlfes Rakyat teriak adili Jokowi!!! Prabowo teriak hidup Jokowi!!! Rakyat teriak Free Palestine!!! Prabowo ajak dalang pembunuh Rakyat Palestine jadi Dewas Danantara. Omon.. Omon..,rakyat teriak adil jokowi prabowo teriak hidup jokowi rakyat teriak free palestine prabowo ajak dalang bunuh rakyat palestine dewas danantara omon omon,0,0,True
Tata kelola investasi kini makin optimal berkat Danantara. Langkah pasti menuju pembangunan nasional yang berkelanjutan. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/RwMoP18ucg,tata kelola investasi optimal berkat danantara langkah bangun nasional lanjut,1,1,True
Gara-gara danantara obligasi jagoan gw ikutan tumbang https://t.co/kWRIU0Fm3T,garagara danantara obligasi jago gw ikut tumbang,0,0,True
Uang yg begitu banyak di Danantara bakal jadi bancakan koruptor,uang yg danantara bancak koruptor,0,0,True
CEO Danantara Rosan Roeslani merespons perihal kabar mundurnya investor kakap asal Amerika Serikat (AS) Ray Dalio dari jajaran Dewan Penasehat Danantara. | #RayDalio #Danantara https://t.co/X0bi2E38hs,ceo danantara ros roeslani respons perihal kabar mundur investor kakap amerika serikat as ray dalio jajar dewan nasehat danantara,2,2,True
Prabowo Tunjuk Sri Mulyani Jadi Dewan Pengawas Danantara https://t.co/rlgk5gpBhV,prabowo sri mulyani dewan awas danantara,2,2,True
@GenZNusantara Raih pertumbuhan ekonomi 8% bukan sekedar mimpi yuk dukung BPI Danantara!,raih tumbuh ekonomi 8 dar mimpi yuk dukung bpi danantara,1,1,True
@GenZNusantara Salut untuk BPI Danantara dengan transparansi dan energi hijau di tiap langkahnya,salut bpi danantara transparansi energi hijau langkah,1,1,True
Danantara hadir kelola aset strategis demi masa depan ekonomi Indonesia yang mandiri dan berkelanjutan. #Danantara #InvestasiNasional #BPIDanantara https://t.co/pNPD3BK5r5,danantara hadir kelola aset strategis ekonomi indonesia mandiri lanjut,1,1,True
Danantara : tunggu aku yaa,danantara tunggu yaa,2,2,True
@GenZNusantara Bayangkan IHSG naik bikin investor tersenyum. Semua gara-gara hasil positif RUPST Himbara dan kejelasan Danantara,bayang ihsg bikin investor senyum garagara hasil positif rupst himbara jelas danantara,1,1,True
@JedTeguh03 Presiden Prabowo mendukung penuh Danantara bukti nggak cuma janji,presiden prabowo dukung penuh danantara bukti nggak janji,1,1,True
@theraincoatkid APBN dipake untuk Danantara krn INSTAN,apbn dipake danantara krn instan,0,0,True
@reaareaa__ Presiden Prabowo support Danantara jadi makin yakin teknologi kita gak kalah sama luar,presiden prabowo support danantara teknologi gak kalah,1,1,True
@JedTeguh03 Presiden Prabowo buktikan anak bangsa kayak Danantara layak dapat dukungan maksimal,presiden prabowo bukti anak bangsa kayak danantara layak dukung maksimal,1,1,True
@KangManto123 Partner an sama jokowi mana mau tukang kibul yg ada itu bule jadi kambing hitam KLO danantara gak beres.,partner an jokowi tukang kibul yg bule kambing hitam klo danantara gak beres,0,0,True
@GenZNusantara IHSG makin membaik sentimen investor meningkat. Ini karena kejelasan Danantara dan hasil baik RUPST Himbara,ihsg baik sentimen investor tingkat jelas danantara hasil rupst himbara,1,1,True
Dalam rapat bersama Menteri Pertanian dan Menteri Investasi &amp; Hilirisasi (CEO Danantara) kami membahas percepatan swasembada pangan nasional melalui sinergi lintas sektor (Rabu 28 Mei 2025). Atas arahan Presiden seluruh program operasional Swasembada Pangan akan berada dalam https://t.co/reTz9GUCu4,rapat menteri tani menteri investasi hilir ceo danantara bahas cepat swasembada pangan nasional sinergi lintas sektor rabu 28 mei 2025 arah presiden program operasional swasembada pangan,2,2,True
Hashim Djojohadikusumo Harap Ray Dalio Mau Gabung dengan Danantara https://t.co/xihwoer3c7,hashim djojohadikusumo harap ray dalio gabung danantara,2,2,True
Telkom Konsultasi Aksi Korporasi Besar ke Danantara Apa Saja? https://t.co/rh7PpwdbJW,telkom konsultasi aksi korporasi danantara,2,2,True
@prabowo Gak dulu ndut batalin dulu akal2an danantara. Turunkan pajak jadi 7%(ex : vietnam) hapus MBG Pangkas menteri jadi 30 minimal tanpa wakil. Baru nanti dimaafkan.,gak ndut batalin akal2an danantara turun pajak 7ex vietnam hapus mbg pangkas menteri 30 minimal wakil maaf,0,0,True
@JedTeguh03 Apresiasi penuh buat Presiden Prabowo yang konsisten support Danantara tanpa ragu,apresiasi penuh presiden prabowo konsisten support danantara ragu,1,1,True
@reaareaa__ Tindakan Presiden Prabowo support Danantara bikin kita makin yakin sama potensi startup lokal,tindak presiden prabowo support danantara bikin potensi startup lokal,1,1,True
Jadi kita percaya sama CEO Danantara atau Ray Dalio ?? Menurut Netizen bgm ??,percaya ceo danantara ray dalio netizen bgm,2,2,True
Punya Jiwasraya malah dibikin bangkrut punya Garuda Indonesian Airways dibikin punya hutang menumpuk punya PLN rugi mulu punya Pertamina eh mau dihancurin juga. Bentar lagi Danantara nih... Kita lihatin aja maunya apa sih mereka,jiwasraya bikin bangkrut garuda indonesian airways bikin hutang tumpuk pln rugi mulu pertamina eh dihancurin bentar danantara nih lihatin aja mau sih,0,0,True
@anggaandinata gk sabar nunggu berita korupsi BANK EMAS dan DANANTARA,gk sabar nunggu berita korupsi bank emas danantara,0,0,True
Danantara dibentuk untuk memperkuat ekonomi Indonesia di masa depan. https://t.co/RdtY1Z05OT,danantara bentuk kuat ekonomi indonesia,1,1,True
Tunggu itu tulisan rekret lagi? Lagi? Mau ngapain lagi? Efisiensi katanya. Noh phk &amp; perusahaan tutup di carikan solusinya cara ngatasi baru juga selesai hari ini mau main rekret- rekret lagi. Hambur- hamburkan anggaran. Tambah danantara &amp; bank emas udahlah mau garong rakyat https://t.co/GEDxurAwvm,tunggu tulis rekret ngapain efisiensi noh phk usaha tutup cari solusi ngatasi selesai main rekret rekret hambur hambur anggar danantara bank emas udahlah garong rakyat,0,0,True
Baru aja resmi diluncurkan 24 Februari 2025 Danantara digadang-gadang bisa jadi Sovereign Wealth Fund Indonesia? [a thread] https://t.co/mlLqoSysXs,aja resmi luncur 24 februari 2025 danantara digadanggadang sovereign wealth fund indonesia a thread,2,2,True
 Pertumbuhan stabil Investasi meningkat Industri bergerak Indonesia terus melaju ke depan! #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/numbC4A9vJ,tumbuh stabil investasi tingkat industri gerak indonesia laju,1,1,True
@GenZNusantara Fokus pada dampak positif dan berkelanjutan BPI Danantara jadi kunci pertumbuhan ekonomi kita. Semangat!,fokus dampak positif lanjut bpi danantara kunci tumbuh ekonomi semangat,1,1,True
@Mata_Netizen62 @Urrangawak @Roebanie @Marbot_Udien @HumorJonTampan @ch_chotimah2 @BiLLRaY2019 @ahmad_bellamy @barengwarga @Cintada16 @merapi_uncover keluarga &amp; kroni jokowi menciptakan gangster yg terstruktur selain pertamina blok medan dll.. hingga mafia tanah berkedok investasi &amp; infrastuktur seperti halnya yg dilakukan Meksiko filipina (Rodrigo Duterte) itali (Cosa Nostra atau 'Ndrangheta) dll Danantara #zelena,keluarga kroni jokowi cipta gangster yg struktur pertamina blok medan dll mafia tanah kedok investasi infrastuktur hal yg meksiko filipina rodrigo duterte itali cosa nostra ndrangheta dll danantara,0,0,True
@ubii_ungu tim danantara noh orang luar semua,tim danantara noh orang,0,0,True
Hashim Kasih Bocoran Duit Danantara Akan Dipakai Buat Ini https://t.co/g8Erv04Uck,hashim kasih bocor duit danantara pakai,2,2,True
@GenZNusantara BPI Danantara hadir untuk dorong transisi energi dan ekonomi Indonesia let's make it happen together,bpi danantara hadir dorong transisi energi ekonomi indonesia lets make it happen together,1,1,True
@gibran_tweet SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara ï¸ Acap berkata kasar dan mengucapkan Ndasmu Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis Oke Gas,sorry yeeee maaf transparan buat ruu tni salah diri danantara acap kasar ndasmu iring salam hangat penuh raga makan gizi gratis oke gas,0,0,True
Danantara superholding BUMN yang digagas untuk mengelola aset senilai Rp9.400 triliun dianggap sebagai langkah luar biasa untuk mendongkrak ekonomi Indonesia hingga tumbuh 8%. Namun hingga kini peluncurannya terus tertunda memicu berbagai spekulasi. Apakah ini murni kendala https://t.co/JHDceYKgTJ,danantara superholding bumn gagas kelola aset nila rp9400 triliun anggap langkah dongkrak ekonomi indonesia tumbuh 8 luncur tunda picu spekulasi murni kendala,2,2,True
Danantara jalan baru untuk menjadikan ekonomi Indonesia lebih tangguh dan inklusif #Danantara #ManfaatDanantara #DukungDanantara #DanantaraIndonesia https://t.co/ysQVuWEEhU,danantara jalan jadi ekonomi indonesia tangguh inklusif,1,1,True
Setidaknya dengan adanya Danantara Pertumbuhan ekonomi Indonesia bisalah kalau ke 6%,danantara tumbuh ekonomi indonesia bisa 6,1,1,True
@embersobat @facialwashh @bkpm INA sebenarnya sudah doing it's job cukup ok. Tapi skr masuk ke Danantara juga deh. cmiiw,ina doing its job ok skr masuk danantara deh cmiiw,2,2,True
Konsolidasi aset BUMN melalui Danantara membuka peluang baru bagi pengelolaan ekonomi yang lebih profesional dan berorientasi jangka panjang. https://t.co/D2S69SKwF3,konsolidasi aset bumn danantara buka peluang kelola ekonomi profesional orientasi jangka,1,1,True
Ini Sosok Ray Dalio yang Dikabarkan Jadi Dewas Danantara - https://t.co/rh9BYDseHa,sosok ray dalio kabar dewas danantara,2,2,True
lanjutkan inovasi Danantara bakal berdampak besar https://t.co/XPoSpaX88U,lanjut inovasi danantara dampak,1,1,True
Erick Thohir Bicara Nasib INA Usai Danantara Diluncurkan https://t.co/4kijqEKskz,erick thohir bicara nasib ina danantara luncur,2,2,True
@Naz_lira @TodungLubis Danantara itu bentuk badan hukum usahanya apa ya? Perseroan Terbatas sebagaimana diatur dalam UU 40/2007 atau ada undang-undang lain yg mengaturnya sehingga tidak tunduk kepada UU 40/2007 tsb?,danantara bentuk badan hukum usaha ya persero batas atur uu 402007 undangundang yg atur tunduk uu 402007 tsb,2,2,True
luar biasa! Danantara bikin ekonomi lebih kuat https://t.co/ZgFSPKBGlt,danantara bikin ekonomi kuat,1,1,True
@thelank3 @KhuzaimiEm19733 @blisonny Smoga danantara dikelola scr profesional walau gk yakin krn anggotanya berhubungan dg politik. Proses seleksinya gk transparan sekelas badan yg kelola ribuan T tp seperti lngsung tunjuk . Beda dg temasek,smoga danantara kelola scr profesional gk krn anggota hubung dg politik proses seleksi gk transparan kelas badan yg kelola ribu t tp lngsung beda dg temasek,0,0,True
ketua tim pakar danantara adalah mantan koruptor alhasil orang² berbondong-bondong menarik uangnya dari bank milik negara sepertinya mahasiswa yang lulus telat ini akan menghindari sekre himpunan sebagai tempat belajar if u know what i mean,ketua tim pakar danantara mantan koruptor alhasil orang berbondongbondong tarik uang bank milik negara mahasiswa lulus telat hindar sekre himpun ajar if u know what i mean,0,0,True
Too costly dan malah bikin danantara ga dipercaya bodoh bener kalau ada yang anggap pemgalihan isu.,too costly bikin danantara ga percaya bodoh bener anggap pemgalihan isu,0,0,True
Danantara membawa harapan baru dalam manajemen aset BUMN menciptakan sistem ekonomi yang lebih modern efisien dan kompetitif di tingkat global. https://t.co/BaAhy7Nfy9,danantara bawa harap manajemen aset bumn cipta sistem ekonomi modern efisien kompetitif tingkat global,1,1,True
Sebobrok itu negara lu sampe kartu2 korupsi para pejabrut tinggal nunggu instruksi dikeluarin kartunya buat nutup isu yang bikin jelek pemerintah in this case danantara,bobrok negara lu sampe kartu2 korupsi pejabrut tinggal nunggu instruksi dikeluarin kartu nutup isu bikin jelek perintah in this case danantara,0,0,True
Ya aman lah yg disinggung kan cuma yg timah. Coba yg disinggung yg danantara atau yg bayar bayar bayar mungkin lain cerita.,ya aman yg singgung yg timah coba yg singgung yg danantara yg bayar bayar bayar cerita,0,0,True
Telkom Indonesia dukung program pemerintah Danantara dengan siapkan penunjang teknologi AI #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia #bumn #elevatingyourfuture @kemenBUMN @TelkomIndonesia https://t.co/UiDhVAA66M,telkom indonesia dukung program perintah danantara siap tunjang teknologi ai,1,1,True
Apakah ada hububgannya sama keluarnya beliau dari danantara? @GiveRep @ikadotxyz @cro_aggregator @BlueprintAIx https://t.co/mU4r5PbRcR,hububgannya keluar beliau danantara,2,2,True
@XC1R3NG @prabowo Apa apa salahin asing pas ngurus danantara pake asing..Koruptor lagi.. Apes bener nih negara,salahin asing pas ngurus danantara pake asingkoruptor apes bener nih negara,0,0,True
@GenZNusantara Mulai bentangkan harapan baru ekonomis bersama BPI Danantara,bentangkan harap ekonomis bpi danantara,1,1,True
@tanyakanrl Simpelnya setiap tahun BUMN harus nyetorin hasil keuntungan ke Negara sebelumnya keuntungan tersebut digunain buat nambah APBN tp sekarang keuntungan tersebut akan dikelola dan diinvestasiin oleh Danantara. Note : Keuntungan ini bukan dari uang Nasabah yg ada di Bank ya,simpel bumn nyetorin hasil untung negara untung digunain nambah apbn tp untung kelola diinvestasiin danantara note untung uang nasabah yg bank ya,2,2,True
@GenZNusantara Jadi bagian sejarah dukung BPI Danantara untuk pertumbuhan nasional,sejarah dukung bpi danantara tumbuh nasional,1,1,True
Yes tetep uangnya nasabah dan itu ga dipake lgsg ke Danantara tp klo si Danantara rugi besar bukan ga mgkn si bank pemilik asset nya jg knp2. Drpd kena resiko itu mending pindahin dana ke bank swasta aja kata gw teh. Lagian untungnya apaan nabung di bank BUMN? Perasaan ga ada,yes tetep uang nasabah ga dipake lgsg danantara tp klo si danantara rugi ga mgkn si bank milik asset nya jg knp2 drpd kena resiko mending pindahin dana bank swasta aja gw teh untung nabung bank bumn asa ga,0,0,True
dari semua kekacauan yang ada presiden yg terhormat cuma fokus ke danantara doang. menurut gw bulan mei negara ini ga bubar mah udah alhamdulillah.,kacau presiden yg hormat fokus danantara doang gw mei negara ga bubar mah udah alhamdulillah,0,0,True
